Cell,Label,Sex,Sample
1772067059_H11,2_pyramidal_CA1,Female,1200
1772066099_E02,2_pyramidal_CA1,Male,1201
1772066073_F02,2_pyramidal_CA1,Female,1202
1772066107_F04,2_pyramidal_CA1,Male,1203
1772066089_G06,2_pyramidal_CA1,Female,1204
1772066073_H11,2_pyramidal_CA1,Male,1205
1772066103_D07,2_pyramidal_CA1,Female,1206
1772067059_H10,2_pyramidal_CA1,Male,1207
1772066076_A12,2_pyramidal_CA1,Female,1208
1772066077_G07,2_pyramidal_CA1,Male,1209
1772066089_H02,2_pyramidal_CA1,Female,1210
1772067057_H06,2_pyramidal_CA1,Male,1211
1772066089_H06,2_pyramidal_CA1,Female,1212
1772066099_F11,2_pyramidal_CA1,Male,1213
1772067057_G10,2_pyramidal_CA1,Female,1214
1772066099_F01,2_pyramidal_CA1,Male,1215
1772066102_E11,2_pyramidal_CA1,Female,1216
1772066080_G11,2_pyramidal_CA1,Male,1217
1772066102_F04,2_pyramidal_CA1,Female,1218
1772066080_B05,2_pyramidal_CA1,Male,1219
1772067059_A10,2_pyramidal_CA1,Female,1220
1772066089_D04,2_pyramidal_CA1,Male,1221
1772066096_D11,2_pyramidal_CA1,Female,1222
1772066107_F06,2_pyramidal_CA1,Male,1223
1772066107_D11,2_pyramidal_CA1,Female,1224
1772066099_G04,2_pyramidal_CA1,Male,1225
1772066102_B05,2_pyramidal_CA1,Female,1226
1772071035_H10,2_pyramidal_CA1,Male,1227
1772066099_A11,2_pyramidal_CA1,Female,1228
1772066107_G06,2_pyramidal_CA1,Male,1229
1772066107_B10,2_pyramidal_CA1,Female,1230
1772066099_E06,2_pyramidal_CA1,Male,1231
1772066099_B06,2_pyramidal_CA1,Female,1232
1772067076_F04,2_pyramidal_CA1,Male,1233
1772066073_A06,2_pyramidal_CA1,Female,1234
1772066107_D04,2_pyramidal_CA1,Male,1235
1772066108_F02,2_pyramidal_CA1,Female,1236
1772066076_A01,2_pyramidal_CA1,Male,1237
1772067076_B05,2_pyramidal_CA1,Female,1238
1772071035_E04,2_pyramidal_CA1,Male,1239
1772067057_D08,2_pyramidal_CA1,Female,1240
1772066073_D02,2_pyramidal_CA1,Male,1241
1772066073_C02,2_pyramidal_CA1,Female,1242
1772066076_A09,2_pyramidal_CA1,Male,1243
1772066107_B07,2_pyramidal_CA1,Female,1244
1772066099_D06,2_pyramidal_CA1,Male,1245
1772066107_F11,2_pyramidal_CA1,Female,1246
1772066107_G01,2_pyramidal_CA1,Male,1247
1772066080_H06,2_pyramidal_CA1,Female,1248
1772066097_G11,2_pyramidal_CA1,Male,1249
1772066074_G03,2_pyramidal_CA1,Female,1250
1772066107_C04,2_pyramidal_CA1,Male,1251
1772066070_F04,2_pyramidal_CA1,Female,1252
1772066070_G07,2_pyramidal_CA1,Male,1253
1772071035_E12,2_pyramidal_CA1,Female,1254
1772066102_E12,2_pyramidal_CA1,Male,1255
1772071035_B04,2_pyramidal_CA1,Female,1256
1772066080_G06,2_pyramidal_CA1,Male,1257
1772066099_F06,2_pyramidal_CA1,Female,1258
1772066076_D01,2_pyramidal_CA1,Male,1259
1772067076_D05,2_pyramidal_CA1,Female,1260
1772066099_F04,2_pyramidal_CA1,Male,1261
1772067057_A03,2_pyramidal_CA1,Female,1262
1772066077_B11,2_pyramidal_CA1,Male,1263
1772066089_C06,2_pyramidal_CA1,Female,1264
1772067059_A09,2_pyramidal_CA1,Male,1265
1772067076_E07,2_pyramidal_CA1,Female,1266
1772067076_D09,2_pyramidal_CA1,Male,1267
1772066099_G11,2_pyramidal_CA1,Female,1268
1772066089_A03,2_pyramidal_CA1,Male,1269
1772066099_B02,2_pyramidal_CA1,Female,1270
1772066107_G12,2_pyramidal_CA1,Male,1271
1772066073_C09,2_pyramidal_CA1,Female,1272
1772066076_B03,2_pyramidal_CA1,Male,1273
1772066080_A12,2_pyramidal_CA1,Female,1274
1772066073_B04,2_pyramidal_CA1,Male,1275
1772066076_E08,2_pyramidal_CA1,Female,1276
1772066097_D11,2_pyramidal_CA1,Male,1277
1772066080_F10,2_pyramidal_CA1,Female,1278
1772066101_A08,2_pyramidal_CA1,Male,1279
1772066073_E12,2_pyramidal_CA1,Female,1280
1772066096_F07,2_pyramidal_CA1,Male,1281
1772066073_A01,2_pyramidal_CA1,Female,1282
1772066073_C03,2_pyramidal_CA1,Male,1283
1772066102_F08,2_pyramidal_CA1,Female,1284
1772066099_D12,2_pyramidal_CA1,Male,1285
1772067057_A06,2_pyramidal_CA1,Female,1286
1772066102_B01,2_pyramidal_CA1,Male,1287
1772066097_F04,2_pyramidal_CA1,Female,1288
1772071036_B07,2_pyramidal_CA1,Male,1289
1772066099_D01,2_pyramidal_CA1,Female,1290
1772066107_F10,2_pyramidal_CA1,Male,1291
1772067076_E12,2_pyramidal_CA1,Female,1292
1772066099_E01,2_pyramidal_CA1,Male,1293
1772066102_A01,2_pyramidal_CA1,Female,1294
1772066097_D12,2_pyramidal_CA1,Male,1295
1772066073_D11,2_pyramidal_CA1,Female,1296
1772066101_A09,2_pyramidal_CA1,Male,1297
1772071044_D06,2_pyramidal_CA1,Female,1298
1772066107_C12,2_pyramidal_CA1,Male,1299
1772067058_A06,2_pyramidal_CA1,Female,1300
1772067076_C10,2_pyramidal_CA1,Male,1301
1772066097_A03,2_pyramidal_CA1,Female,1302
1772066107_A05,2_pyramidal_CA1,Male,1303
1772066097_A04,2_pyramidal_CA1,Female,1304
1772067057_B10,2_pyramidal_CA1,Male,1305
1772067057_B02,2_pyramidal_CA1,Female,1306
1772066070_C02,2_pyramidal_CA1,Male,1307
1772066076_F07,2_pyramidal_CA1,Female,1308
1772066100_A09,2_pyramidal_CA1,Male,1309
1772066102_B04,2_pyramidal_CA1,Female,1310
1772066073_G12,2_pyramidal_CA1,Male,1311
1772066099_G05,2_pyramidal_CA1,Female,1312
1772066073_C07,2_pyramidal_CA1,Male,1313
1772066077_D04,2_pyramidal_CA1,Female,1314
1772066100_C10,2_pyramidal_CA1,Male,1315
1772066089_E04,2_pyramidal_CA1,Female,1316
1772066073_B12,2_pyramidal_CA1,Male,1317
1772067076_G10,2_pyramidal_CA1,Female,1318
1772066102_F10,2_pyramidal_CA1,Male,1319
1772066077_G11,2_pyramidal_CA1,Female,1320
1772066096_D01,2_pyramidal_CA1,Male,1321
1772066102_D02,2_pyramidal_CA1,Female,1322
1772066108_D05,2_pyramidal_CA1,Male,1323
1772066102_A11,2_pyramidal_CA1,Female,1324
1772066102_D08,2_pyramidal_CA1,Male,1325
1772066110_D05,2_pyramidal_CA1,Female,1326
1772067058_A09,2_pyramidal_CA1,Male,1327
1772066099_B03,2_pyramidal_CA1,Female,1328
1772066073_B05,2_pyramidal_CA1,Male,1329
1772066099_A03,2_pyramidal_CA1,Female,1330
1772066089_D02,2_pyramidal_CA1,Male,1331
1772066073_B01,2_pyramidal_CA1,Female,1332
1772066108_B05,2_pyramidal_CA1,Male,1333
1772066102_F11,2_pyramidal_CA1,Female,1334
1772066089_B03,2_pyramidal_CA1,Male,1335
1772066107_D05,2_pyramidal_CA1,Female,1336
1772067076_B03,2_pyramidal_CA1,Male,1337
1772066076_B04,2_pyramidal_CA1,Female,1338
1772066107_F09,2_pyramidal_CA1,Male,1339
1772066099_H12,2_pyramidal_CA1,Female,1340
1772066102_E02,2_pyramidal_CA1,Male,1341
1772066108_G10,2_pyramidal_CA1,Female,1342
1772066099_B01,2_pyramidal_CA1,Male,1343
1772067057_C04,2_pyramidal_CA1,Female,1344
1772066102_E04,2_pyramidal_CA1,Male,1345
1772067094_F10,2_pyramidal_CA1,Female,1346
1772067094_C10,2_pyramidal_CA1,Male,1347
1772067096_H12,2_pyramidal_CA1,Female,1348
1772067093_C12,2_pyramidal_CA1,Male,1349
1772067093_D11,2_pyramidal_CA1,Female,1350
1772067093_C04,2_pyramidal_CA1,Male,1351
1772067093_F12,2_pyramidal_CA1,Female,1352
1772067096_E06,2_pyramidal_CA1,Male,1353
1772067094_C11,2_pyramidal_CA1,Female,1354
1772067096_E08,2_pyramidal_CA1,Male,1355
1772067094_G05,2_pyramidal_CA1,Female,1356
1772067093_F02,2_pyramidal_CA1,Male,1357
1772067093_A07,2_pyramidal_CA1,Female,1358
1772067054_E11,2_pyramidal_CA1,Male,1359
1772067096_A03,2_pyramidal_CA1,Female,1360
1772067054_H05,2_pyramidal_CA1,Male,1361
1772067082_F11,2_pyramidal_CA1,Female,1362
1772067082_A06,2_pyramidal_CA1,Male,1363
1772071044_C11,2_pyramidal_CA1,Female,1364
1772067093_C03,2_pyramidal_CA1,Male,1365
1772067082_F08,2_pyramidal_CA1,Female,1366
1772066100_B01,2_pyramidal_CA1,Male,1367
1772067058_B11,2_pyramidal_CA1,Female,1368
1772066074_E02,2_pyramidal_CA1,Male,1369
1772066098_C01,2_pyramidal_CA1,Female,1370
1772066097_A02,2_pyramidal_CA1,Male,1371
1772066076_G08,2_pyramidal_CA1,Female,1372
1772066107_C05,2_pyramidal_CA1,Male,1373
1772066073_B09,2_pyramidal_CA1,Female,1374
1772067082_D12,2_pyramidal_CA1,Male,1375
1772067083_D08,2_pyramidal_CA1,Female,1376
1772067094_F11,2_pyramidal_CA1,Male,1377
1772067093_D03,2_pyramidal_CA1,Female,1378
1772067094_E03,2_pyramidal_CA1,Male,1379
1772067054_E06,2_pyramidal_CA1,Female,1380
1772067096_E10,2_pyramidal_CA1,Male,1381
1772067096_B10,2_pyramidal_CA1,Female,1382
1772067054_H11,2_pyramidal_CA1,Male,1383
1772067094_D12,2_pyramidal_CA1,Female,1384
1772067094_D08,2_pyramidal_CA1,Male,1385
1772067094_H10,2_pyramidal_CA1,Female,1386
1772067054_A09,2_pyramidal_CA1,Male,1387
1772067054_A03,2_pyramidal_CA1,Female,1388
1772067054_E04,2_pyramidal_CA1,Male,1389
1772067054_D05,2_pyramidal_CA1,Female,1390
1772066100_E05,2_pyramidal_CA1,Male,1391
1772066100_A06,2_pyramidal_CA1,Female,1392
1772067093_A10,2_pyramidal_CA1,Male,1393
1772067058_A08,2_pyramidal_CA1,Female,1394
1772067076_F11,2_pyramidal_CA1,Male,1395
1772066103_G10,2_pyramidal_CA1,Female,1396
1772067058_G05,2_pyramidal_CA1,Male,1397
1772066104_H05,3_pyramidal SS,Female,1398
1772066098_C05,2_pyramidal_CA1,Male,1399
1772066073_D04,2_pyramidal_CA1,Female,1400
1772066074_D02,2_pyramidal_CA1,Male,1401
1772066095_A04,2_pyramidal_CA1,Female,1402
1772067094_C09,2_pyramidal_CA1,Male,1403
1772067094_F03,2_pyramidal_CA1,Female,1404
1772071044_G12,2_pyramidal_CA1,Male,1405
1772067096_G12,2_pyramidal_CA1,Female,1406
1772067054_H12,2_pyramidal_CA1,Male,1407
1772067093_G11,2_pyramidal_CA1,Female,1408
1772067094_A06,2_pyramidal_CA1,Male,1409
1772066103_D12,2_pyramidal_CA1,Female,1410
1772067093_A01,2_pyramidal_CA1,Male,1411
1772067096_E11,2_pyramidal_CA1,Female,1412
1772066101_C11,2_pyramidal_CA1,Male,1413
1772066107_F08,2_pyramidal_CA1,Female,1414
1772067082_F01,2_pyramidal_CA1,Male,1415
1772071035_C08,2_pyramidal_CA1,Female,1416
1772066101_E05,2_pyramidal_CA1,Male,1417
1772067082_A01,2_pyramidal_CA1,Female,1418
1772066098_G10,2_pyramidal_CA1,Male,1419
1772066076_B08,2_pyramidal_CA1,Female,1420
1772066074_E03,2_pyramidal_CA1,Male,1421
1772066104_G09,3_pyramidal SS,Female,1422
1772066101_F12,2_pyramidal_CA1,Male,1423
1772066073_E08,2_pyramidal_CA1,Female,1424
1772066102_H03,2_pyramidal_CA1,Male,1425
1772066107_E12,2_pyramidal_CA1,Female,1426
1772067057_F10,2_pyramidal_CA1,Male,1427
1772066100_C08,2_pyramidal_CA1,Female,1428
1772067083_D03,2_pyramidal_CA1,Male,1429
1772071044_C08,2_pyramidal_CA1,Female,1430
1772066095_H08,2_pyramidal_CA1,Male,1431
1772067054_A05,2_pyramidal_CA1,Female,1432
1772067054_B07,2_pyramidal_CA1,Male,1433
1772067058_H08,2_pyramidal_CA1,Female,1434
1772066073_E02,2_pyramidal_CA1,Male,1435
1772066100_F04,2_pyramidal_CA1,Female,1436
1772071044_A08,2_pyramidal_CA1,Male,1437
1772066098_D03,2_pyramidal_CA1,Female,1438
1772066103_F12,2_pyramidal_CA1,Male,1439
1772067058_F05,2_pyramidal_CA1,Female,1440
1772066074_B03,2_pyramidal_CA1,Male,1441
1772066097_E04,2_pyramidal_CA1,Female,1442
1772066096_D04,2_pyramidal_CA1,Male,1443
1772066076_D10,2_pyramidal_CA1,Female,1444
1772066096_E03,2_pyramidal_CA1,Male,1445
1772066102_F03,2_pyramidal_CA1,Female,1446
1772066076_F10,2_pyramidal_CA1,Male,1447
1772066100_D11,2_pyramidal_CA1,Female,1448
1772066101_C07,2_pyramidal_CA1,Male,1449
1772066100_A03,2_pyramidal_CA1,Female,1450
1772067076_G09,2_pyramidal_CA1,Male,1451
1772067058_A01,2_pyramidal_CA1,Female,1452
1772067093_C07,2_pyramidal_CA1,Male,1453
1772066070_F01,2_pyramidal_CA1,Female,1454
1772067094_G04,2_pyramidal_CA1,Male,1455
1772067054_B10,2_pyramidal_CA1,Female,1456
1772067058_G08,2_pyramidal_CA1,Male,1457
1772066100_F05,2_pyramidal_CA1,Female,1458
1772066077_H06,2_pyramidal_CA1,Male,1459
1772071044_E05,2_pyramidal_CA1,Female,1460
1772071035_C05,2_pyramidal_CA1,Male,1461
1772066103_C03,2_pyramidal_CA1,Female,1462
1772066100_A10,2_pyramidal_CA1,Male,1463
1772071036_A05,2_pyramidal_CA1,Female,1464
1772066096_E01,2_pyramidal_CA1,Male,1465
1772066080_G02,2_pyramidal_CA1,Female,1466
1772066101_E12,2_pyramidal_CA1,Male,1467
1772066098_D02,2_pyramidal_CA1,Female,1468
1772066107_B11,2_pyramidal_CA1,Male,1469
1772066098_H05,2_pyramidal_CA1,Female,1470
1772066100_B07,2_pyramidal_CA1,Male,1471
1772066104_A04,3_pyramidal SS,Female,1472
1772066101_C12,2_pyramidal_CA1,Male,1473
1772066101_G10,2_pyramidal_CA1,Female,1474
1772066073_F09,2_pyramidal_CA1,Male,1475
1772066102_B07,2_pyramidal_CA1,Female,1476
1772066102_E05,2_pyramidal_CA1,Male,1477
1772066102_F05,2_pyramidal_CA1,Female,1478
1772066100_F10,2_pyramidal_CA1,Male,1479
1772066098_C03,2_pyramidal_CA1,Female,1480
1772066098_E03,2_pyramidal_CA1,Male,1481
1772071035_F05,2_pyramidal_CA1,Female,1482
1772066095_F06,2_pyramidal_CA1,Male,1483
1772066101_C01,2_pyramidal_CA1,Female,1484
1772066097_H11,2_pyramidal_CA1,Male,1485
1772071036_G03,2_pyramidal_CA1,Female,1486
1772066098_D05,2_pyramidal_CA1,Male,1487
1772066095_G03,2_pyramidal_CA1,Female,1488
1772066101_C08,2_pyramidal_CA1,Male,1489
1772066101_D08,2_pyramidal_CA1,Female,1490
1772066095_B11,2_pyramidal_CA1,Male,1491
1772066097_C10,2_pyramidal_CA1,Female,1492
1772066096_D10,2_pyramidal_CA1,Male,1493
1772066098_H06,2_pyramidal_CA1,Female,1494
1772066101_D03,2_pyramidal_CA1,Male,1495
1772066096_E05,2_pyramidal_CA1,Female,1496
1772066098_A06,2_pyramidal_CA1,Male,1497
1772066080_H05,2_pyramidal_CA1,Female,1498
1772066098_F07,2_pyramidal_CA1,Male,1499
1772066098_B02,2_pyramidal_CA1,Female,1500
1772066099_F12,2_pyramidal_CA1,Male,1501
1772066090_F11,2_pyramidal_CA1,Female,1502
1772066080_B01,2_pyramidal_CA1,Male,1503
1772066107_B05,2_pyramidal_CA1,Female,1504
1772067057_H05,2_pyramidal_CA1,Male,1505
1772066102_F06,2_pyramidal_CA1,Female,1506
1772066073_B08,2_pyramidal_CA1,Male,1507
1772066100_G02,2_pyramidal_CA1,Female,1508
1772066098_E02,2_pyramidal_CA1,Male,1509
1772066097_A05,2_pyramidal_CA1,Female,1510
1772066073_D10,2_pyramidal_CA1,Male,1511
1772066098_E09,2_pyramidal_CA1,Female,1512
1772071036_E01,2_pyramidal_CA1,Male,1513
1772066101_G04,2_pyramidal_CA1,Female,1514
1772066098_D09,2_pyramidal_CA1,Male,1515
1772066096_B10,2_pyramidal_CA1,Female,1516
1772066104_A01,3_pyramidal SS,Male,1517
1772066097_D06,2_pyramidal_CA1,Female,1518
1772066098_A08,2_pyramidal_CA1,Male,1519
1772066097_D07,2_pyramidal_CA1,Female,1520
1772066107_H12,2_pyramidal_CA1,Male,1521
1772066089_H10,2_pyramidal_CA1,Female,1522
1772066101_H01,2_pyramidal_CA1,Male,1523
1772066076_C05,2_pyramidal_CA1,Female,1524
1772066101_D02,2_pyramidal_CA1,Male,1525
1772066089_B02,2_pyramidal_CA1,Female,1526
1772066080_B12,2_pyramidal_CA1,Male,1527
1772067076_A09,2_pyramidal_CA1,Female,1528
1772066096_G02,2_pyramidal_CA1,Male,1529
1772066097_F12,2_pyramidal_CA1,Female,1530
1772066080_E06,2_pyramidal_CA1,Male,1531
1772066073_F04,2_pyramidal_CA1,Female,1532
1772066096_F09,2_pyramidal_CA1,Male,1533
1772066074_B01,2_pyramidal_CA1,Female,1534
1772066098_F02,2_pyramidal_CA1,Male,1535
1772066095_D01,2_pyramidal_CA1,Female,1536
1772066098_A02,2_pyramidal_CA1,Male,1537
1772066101_D11,2_pyramidal_CA1,Female,1538
1772066098_H04,2_pyramidal_CA1,Male,1539
1772066100_A11,2_pyramidal_CA1,Female,1540
1772066074_B08,2_pyramidal_CA1,Male,1541
1772066099_B10,2_pyramidal_CA1,Female,1542
1772066080_C05,2_pyramidal_CA1,Male,1543
1772066099_C05,2_pyramidal_CA1,Female,1544
1772066089_G12,2_pyramidal_CA1,Male,1545
1772066099_H03,2_pyramidal_CA1,Female,1546
1772066080_D01,2_pyramidal_CA1,Male,1547
1772066070_A05,2_pyramidal_CA1,Female,1548
1772066073_H01,2_pyramidal_CA1,Male,1549
1772066101_F05,2_pyramidal_CA1,Female,1550
1772066098_E01,2_pyramidal_CA1,Male,1551
1772066097_E12,2_pyramidal_CA1,Female,1552
1772066095_B10,2_pyramidal_CA1,Male,1553
1772066096_C05,2_pyramidal_CA1,Female,1554
1772066089_B10,2_pyramidal_CA1,Male,1555
1772066101_F11,2_pyramidal_CA1,Female,1556
1772066074_A01,2_pyramidal_CA1,Male,1557
1772066097_C11,2_pyramidal_CA1,Female,1558
1772066073_C10,2_pyramidal_CA1,Male,1559
1772066101_A04,2_pyramidal_CA1,Female,1560
1772066108_G05,2_pyramidal_CA1,Male,1561
1772066097_C05,2_pyramidal_CA1,Female,1562
1772066107_B12,2_pyramidal_CA1,Male,1563
1772066089_F09,2_pyramidal_CA1,Female,1564
1772066099_F05,2_pyramidal_CA1,Male,1565
1772066090_B10,2_pyramidal_CA1,Female,1566
1772066095_C01,2_pyramidal_CA1,Male,1567
1772066096_E12,2_pyramidal_CA1,Female,1568
1772066098_E05,2_pyramidal_CA1,Male,1569
1772066102_D05,2_pyramidal_CA1,Female,1570
1772066089_G05,2_pyramidal_CA1,Male,1571
1772066076_A03,2_pyramidal_CA1,Female,1572
1772066097_A11,2_pyramidal_CA1,Male,1573
1772066102_A12,2_pyramidal_CA1,Female,1574
1772066100_E09,2_pyramidal_CA1,Male,1575
1772066070_H05,2_pyramidal_CA1,Female,1576
1772066089_G10,2_pyramidal_CA1,Male,1577
1772067076_H04,2_pyramidal_CA1,Female,1578
1772066103_A05,2_pyramidal_CA1,Male,1579
1772066095_C03,2_pyramidal_CA1,Female,1580
1772066089_F11,2_pyramidal_CA1,Male,1581
1772066073_A10,2_pyramidal_CA1,Female,1582
1772066097_G10,2_pyramidal_CA1,Male,1583
1772066098_C09,2_pyramidal_CA1,Female,1584
1772066097_H03,2_pyramidal_CA1,Male,1585
1772066096_A01,2_pyramidal_CA1,Female,1586
1772067057_D10,2_pyramidal_CA1,Male,1587
1772066097_H10,2_pyramidal_CA1,Female,1588
1772066095_C06,2_pyramidal_CA1,Male,1589
1772066095_B09,2_pyramidal_CA1,Female,1590
1772066074_A09,2_pyramidal_CA1,Male,1591
1772066096_F01,2_pyramidal_CA1,Female,1592
1772066097_A06,2_pyramidal_CA1,Male,1593
1772066102_A10,2_pyramidal_CA1,Female,1594
1772066099_A08,2_pyramidal_CA1,Male,1595
1772066089_A09,2_pyramidal_CA1,Female,1596
1772066097_C02,2_pyramidal_CA1,Male,1597
1772066102_A02,2_pyramidal_CA1,Female,1598
1772066074_D07,2_pyramidal_CA1,Male,1599
1772067057_C12,2_pyramidal_CA1,Female,1600
1772066099_B11,2_pyramidal_CA1,Male,1601
1772066076_E01,2_pyramidal_CA1,Female,1602
1772066073_C11,2_pyramidal_CA1,Male,1603
1772066074_F07,2_pyramidal_CA1,Female,1604
1772066101_C05,2_pyramidal_CA1,Male,1605
1772066096_G10,2_pyramidal_CA1,Female,1606
1772066099_H05,2_pyramidal_CA1,Male,1607
1772066097_B05,2_pyramidal_CA1,Female,1608
1772066095_H12,2_pyramidal_CA1,Male,1609
1772066076_A04,2_pyramidal_CA1,Female,1610
1772066080_H03,2_pyramidal_CA1,Male,1611
1772066102_G05,2_pyramidal_CA1,Female,1612
1772066080_G03,2_pyramidal_CA1,Male,1613
1772066073_F06,2_pyramidal_CA1,Female,1614
1772067057_C06,2_pyramidal_CA1,Male,1615
1772067076_A07,2_pyramidal_CA1,Female,1616
1772066098_C08,2_pyramidal_CA1,Male,1617
1772066097_B04,2_pyramidal_CA1,Female,1618
1772066107_G04,2_pyramidal_CA1,Male,1619
1772066099_G10,2_pyramidal_CA1,Female,1620
1772066089_G11,2_pyramidal_CA1,Male,1621
1772066097_G05,2_pyramidal_CA1,Female,1622
1772066096_F12,2_pyramidal_CA1,Male,1623
1772066073_C04,2_pyramidal_CA1,Female,1624
1772066089_D10,2_pyramidal_CA1,Male,1625
1772066099_G12,2_pyramidal_CA1,Female,1626
1772066097_A01,2_pyramidal_CA1,Male,1627
1772066099_A06,2_pyramidal_CA1,Female,1628
1772067057_G07,1_oligodendrocytes,Male,1629
1772067076_C07,1_oligodendrocytes,Female,1630
1772067064_G07,1_oligodendrocytes,Male,1631
1772067070_D08,1_oligodendrocytes,Female,1632
1772058177_D03,1_oligodendrocytes,Male,1633
1772067074_C07,1_oligodendrocytes,Female,1634
1772063070_G03,1_oligodendrocytes,Male,1635
1772058177_D09,1_oligodendrocytes,Female,1636
1772066080_G07,1_oligodendrocytes,Male,1637
1772063063_C07,1_oligodendrocytes,Female,1638
1772066080_D07,1_oligodendrocytes,Male,1639
1772062114_G10,1_oligodendrocytes,Female,1640
1772063061_G05,1_oligodendrocytes,Male,1641
1772058171_C02,1_oligodendrocytes,Female,1642
1772067063_D03,1_oligodendrocytes,Male,1643
1772062111_F07,1_oligodendrocytes,Female,1644
1772071036_G12,1_oligodendrocytes,Male,1645
1772067070_A05,1_oligodendrocytes,Female,1646
1772062111_H05,1_oligodendrocytes,Male,1647
1772062114_A12,1_oligodendrocytes,Female,1648
1772066095_B05,1_oligodendrocytes,Male,1649
1772060226_F05,1_oligodendrocytes,Female,1650
1772066098_C04,1_oligodendrocytes,Male,1651
1772062115_A09,1_oligodendrocytes,Female,1652
1772066090_F05,1_oligodendrocytes,Male,1653
1772062109_A05,1_oligodendrocytes,Female,1654
1772062116_B05,1_oligodendrocytes,Male,1655
1772060240_A10,1_oligodendrocytes,Female,1656
1772066070_G12,1_oligodendrocytes,Male,1657
1772062115_D07,1_oligodendrocytes,Female,1658
1772063063_F08,1_oligodendrocytes,Male,1659
1772060224_G07,1_oligodendrocytes,Female,1660
1772060224_B04,1_oligodendrocytes,Male,1661
1772062115_C01,1_oligodendrocytes,Female,1662
1772066090_G12,1_oligodendrocytes,Male,1663
1772060225_A11,1_oligodendrocytes,Female,1664
1772066108_A08,1_oligodendrocytes,Male,1665
1772063078_B09,1_oligodendrocytes,Female,1666
1772063062_E07,1_oligodendrocytes,Male,1667
1772062115_G09,1_oligodendrocytes,Female,1668
1772063078_A11,1_oligodendrocytes,Male,1669
1772060225_A05,1_oligodendrocytes,Female,1670
1772062115_F08,1_oligodendrocytes,Male,1671
1772062128_B02,1_oligodendrocytes,Female,1672
1772058177_E11,1_oligodendrocytes,Male,1673
1772067059_D12,1_oligodendrocytes,Female,1674
1772063061_A09,1_oligodendrocytes,Male,1675
1772058177_A06,1_oligodendrocytes,Female,1676
1772058171_F09,1_oligodendrocytes,Male,1677
1772058171_B01,1_oligodendrocytes,Female,1678
1772058177_E10,1_oligodendrocytes,Male,1679
1772058171_H07,1_oligodendrocytes,Female,1680
1772067073_B03,1_oligodendrocytes,Male,1681
1772067069_H05,1_oligodendrocytes,Female,1682
1772063063_E07,1_oligodendrocytes,Male,1683
1772067069_B03,1_oligodendrocytes,Female,1684
1772067074_E07,1_oligodendrocytes,Male,1685
1772067069_F06,1_oligodendrocytes,Female,1686
1772060240_C09,1_oligodendrocytes,Male,1687
1772071044_G06,1_oligodendrocytes,Female,1688
1772063063_F03,1_oligodendrocytes,Male,1689
1772063063_B04,1_oligodendrocytes,Female,1690
1772067060_A02,1_oligodendrocytes,Male,1691
1772067059_F05,1_oligodendrocytes,Female,1692
1772066098_B11,1_oligodendrocytes,Male,1693
1772063061_A11,1_oligodendrocytes,Female,1694
1772063063_C02,1_oligodendrocytes,Male,1695
1772060240_F11,1_oligodendrocytes,Female,1696
1772063063_F05,1_oligodendrocytes,Male,1697
1772060225_F06,1_oligodendrocytes,Female,1698
1772063063_F10,1_oligodendrocytes,Male,1699
1772060225_E07,1_oligodendrocytes,Female,1700
1772060225_D10,1_oligodendrocytes,Male,1701
1772060225_B07,1_oligodendrocytes,Female,1702
1772063063_E10,1_oligodendrocytes,Male,1703
1772060226_G12,1_oligodendrocytes,Female,1704
1772060226_F10,1_oligodendrocytes,Male,1705
1772066077_A06,1_oligodendrocytes,Female,1706
1772062109_B08,1_oligodendrocytes,Male,1707
1772063079_C10,1_oligodendrocytes,Female,1708
1772060225_H11,1_oligodendrocytes,Male,1709
1772062111_F10,1_oligodendrocytes,Female,1710
1772066090_A04,1_oligodendrocytes,Male,1711
1772066110_F08,1_oligodendrocytes,Female,1712
1772062111_F05,1_oligodendrocytes,Male,1713
1772058177_D02,1_oligodendrocytes,Female,1714
1772062128_F06,1_oligodendrocytes,Male,1715
1772066110_H11,1_oligodendrocytes,Female,1716
1772066099_E05,1_oligodendrocytes,Male,1717
1772067076_B10,1_oligodendrocytes,Female,1718
1772066077_H04,1_oligodendrocytes,Male,1719
1772066099_D10,1_oligodendrocytes,Female,1720
1772066102_E10,1_oligodendrocytes,Male,1721
1772062111_F11,1_oligodendrocytes,Female,1722
1772062111_F06,1_oligodendrocytes,Male,1723
1772062109_C06,1_oligodendrocytes,Female,1724
1772062113_G05,1_oligodendrocytes,Male,1725
1772062111_C08,1_oligodendrocytes,Female,1726
1772062109_A03,1_oligodendrocytes,Male,1727
1772062111_C01,1_oligodendrocytes,Female,1728
1772062111_E06,1_oligodendrocytes,Male,1729
1772062109_H10,1_oligodendrocytes,Female,1730
1772066108_H11,1_oligodendrocytes,Male,1731
1772063077_C03,1_oligodendrocytes,Female,1732
1772062116_A12,1_oligodendrocytes,Male,1733
1772062109_E07,1_oligodendrocytes,Female,1734
1772066099_H01,1_oligodendrocytes,Male,1735
1772062128_B11,1_oligodendrocytes,Female,1736
1772062116_H06,1_oligodendrocytes,Male,1737
1772062113_D10,1_oligodendrocytes,Female,1738
1772062109_G03,1_oligodendrocytes,Male,1739
1772062114_B01,1_oligodendrocytes,Female,1740
1772062113_H02,1_oligodendrocytes,Male,1741
